,Hotel_Name,Reviewer_Nationality,Review_Date,Reviewer_Score
258689,Radisson Blu Edwardian Bloomsbury Street, United Kingdom ,9/1/2016,10.0
342051,Hotel J ger, United Arab Emirates ,3/22/2016,10.0
240138,Hotel Ares Eiffel, United States of America ,6/27/2016,8.3
468290,Imperial Riding School Renaissance Vienna Hotel, Hungary ,3/13/2016,5.0
322496,DoubleTree By Hilton London Excel, United Kingdom ,8/14/2016,10.0
481667,Grand Hotel et de Milan, Saudi Arabia ,8/25/2016,10.0
74583,Park Plaza London Riverbank, Ireland ,2/7/2017,10.0
415033,Olivia Plaza Hotel, United Kingdom ,4/28/2016,8.8
2255,The Park Grand London Paddington, United Kingdom ,12/4/2016,10.0
354415,Austria Trend Hotel Europa Wien, United States of America ,11/5/2015,7.9
437887,Radisson Blu Hotel Amsterdam, Singapore ,1/27/2017,4.2
174403,Novotel Suites Paris Expo Porte de Versailles, United Kingdom ,9/1/2016,10.0
414052,Hotel du Louvre in the Unbound Collection by Hyatt, China ,1/31/2016,8.3
29685,Park Plaza Sherlock Holmes London, Kuwait ,9/15/2016,4.6
220811,Le Relais Montmartre, United States of America ,10/20/2016,10.0
89652,H tel des Champs Elys es, United Kingdom ,7/2/2017,10.0
75514,Park Plaza London Riverbank, United Kingdom ,4/9/2017,9.2
74327,Park Plaza London Riverbank, United Kingdom ,6/12/2017,10.0
139939,DoubleTree by Hilton London Westminster, United Kingdom ,7/12/2016,8.8
86183,Hilton London Bankside, United Kingdom ,5/15/2016,10.0
209216,The Montcalm At Brewery London City, Belgium ,9/29/2015,10.0
437667,K K Palais Hotel, Italy ,7/19/2017,6.3
445852,Austria Trend Hotel Park Royal Palace Vienna, Hong Kong ,10/9/2016,5.0
266595,The Waldorf Hilton, United Kingdom ,2/28/2016,10.0
132982,Innkeeper s Lodge London Greenwich, United Kingdom ,6/9/2017,8.8
487094,Antica Locanda Dei Mercanti, Italy ,2/1/2017,10.0
272630,Catalonia Catedral, Italy ,10/20/2016,10.0
105949,Le Lavoisier, United States of America ,5/3/2016,10.0
495060,Starhotels Tourist, Switzerland ,6/5/2017,8.3
242352,Hotel Cavendish, Israel ,6/25/2017,3.8
511986,Suite Hotel 900 m zur Oper, Brazil ,5/11/2017,7.1
280098,Gran Hotel Torre Catalunya, United States of America ,6/24/2016,9.6
118233,Park Plaza Victoria London, Japan ,3/27/2017,10.0
419888,NH Collection Amsterdam Barbizon Palace, Turkey ,9/26/2016,4.2
172137,Millennium Gloucester Hotel London, United Arab Emirates ,10/16/2016,8.3
269710,Hampshire Hotel Rembrandt Square Amsterdam, United Kingdom ,3/27/2017,9.2
426350,Austria Trend Hotel Rathauspark Wien, Togo ,9/4/2016,8.8
56808,DoubleTree by Hilton London Hyde Park, United Kingdom ,12/7/2016,9.6
44104,Mercure London Bloomsbury Hotel, United Kingdom ,3/29/2017,9.6
50223,The Bailey s Hotel London, United Kingdom ,10/29/2016,10.0
437952,Radisson Blu Hotel Amsterdam, Norway ,9/6/2016,10.0
359993,Hotel Bagu s, United Kingdom ,5/29/2016,8.8
435208,Ayre Hotel Rosell n, United States of America ,8/10/2015,10.0
334231,The Cumberland A Guoman Hotel, Pakistan ,6/5/2016,8.3
433382,Catalonia Square 4 Sup, United States of America ,10/6/2015,10.0
1587,Apex Temple Court Hotel, United States of America ,9/4/2016,8.3
32125,Staybridge Suites London Stratford, United Kingdom ,8/18/2015,10.0
514314,Holiday Inn London Kensington, Belgium ,2/27/2017,8.8
184558,St James Court A Taj Hotel London, Canada ,6/22/2016,10.0
213431,Shaftesbury Premier London Paddington, Russia ,4/7/2016,9.2
445378,Fletcher Hotel Amsterdam, United Kingdom ,11/8/2016,6.3
424897,Barcel Raval, United Kingdom ,12/11/2016,10.0
96199,citizenM London Bankside, United Kingdom ,7/5/2017,6.3
476205,Windsor Hotel Milano, Hong Kong ,7/28/2017,8.8
254486,Hotel 82 London, Netherlands ,6/3/2017,5.8
449285,Hotel Capricorno, United Kingdom ,4/30/2016,9.6
504182,Park Plaza Westminster Bridge London, United Kingdom ,6/6/2017,7.9
195488,Best Western Premier Op ra Faubourg Ex Hotel Jules , Egypt ,8/10/2015,7.5
450948,Hotel Esther a, United Kingdom ,10/25/2015,10.0
179358,Andaz London Liverpool Street, United Kingdom ,5/20/2016,10.0
151890,Madeleine Plaza, Lebanon ,3/6/2017,9.6
37240,Park International Hotel, Austria ,5/17/2016,8.3
505099,Park Plaza Westminster Bridge London, Austria ,7/6/2016,8.3
174445,Novotel Suites Paris Expo Porte de Versailles, Indonesia ,7/20/2017,9.2
176927,Le Grand H tel de Normandie, United Kingdom ,6/3/2017,10.0
188328,London City Suites, United Kingdom ,4/30/2017,10.0
332192,Hotel Palace GL, United Arab Emirates ,3/20/2016,10.0
406276,Excelsior Hotel Gallia Luxury Collection Hotel, Belgium ,7/10/2016,10.0
12184,Crowne Plaza London Kings Cross, United Kingdom ,5/17/2016,10.0
348396,DoubleTree by Hilton London Chelsea, United Kingdom ,3/19/2017,9.6
358796,K K Hotel Maria Theresia, Singapore ,2/23/2016,9.6
132080,Hotel du Petit Moulin, Australia ,7/21/2016,9.6
149601,Park Grand London Kensington, United Kingdom ,6/4/2016,9.6
283292,Catalonia Diagonal Centro, Egypt ,1/31/2017,8.8
321147,St Pancras Renaissance Hotel London, United Kingdom ,4/4/2016,9.6
374830,Alma Barcelona GL, Thailand ,5/11/2016,9.2
1114,Apex Temple Court Hotel, Switzerland ,8/27/2016,7.9
249871,Novotel Paris Les Halles, United Kingdom ,9/19/2016,9.2
344530,Hilton London Kensington Hotel, United Kingdom ,9/6/2016,7.1
486075,Best Western Madison Hotel, Romania ,2/23/2016,9.2
410334,The Yard Milano, United States of America ,2/24/2016,10.0
91945,Park Lane Mews Hotel, Sweden ,11/19/2015,4.6
88316,St Ermin s Hotel Autograph Collection, United Kingdom ,11/15/2016,9.6
46920,Radisson Blu Edwardian Grafton, United Kingdom ,11/8/2015,10.0
438649,Radisson Blu Hotel Amsterdam, United Kingdom ,4/19/2016,9.6
55388,COQ Hotel Paris, France ,7/28/2017,10.0
173290,Millennium Gloucester Hotel London, United Kingdom ,10/22/2016,10.0
8040,InterContinental London Park Lane, United Arab Emirates ,1/20/2017,7.5
193144,Novotel London Blackfriars, Norway ,1/10/2017,9.2
478879,Grand Hotel Central, Norway ,7/19/2016,8.8
494708,Hotel D Este, Germany ,10/24/2016,6.7
418794,Grand Hotel Amr th Amsterdam, United Kingdom ,6/15/2016,8.8
124442,Hotel Xanadu, Japan ,12/1/2015,8.8
423188,Golden Tulip Amsterdam Riverside, United Kingdom ,5/1/2016,7.5
293472,Hotel Best Western PLUS Alfa Aeropuerto, United Kingdom ,12/29/2015,8.8
22852,W London Leicester Square, Belgium ,11/19/2015,9.6
114937,Portobello House, United Kingdom ,6/12/2017,9.6
28941,Thistle Kensington Gardens, United Kingdom ,4/28/2016,9.2
495105,Starhotels Tourist, United States of America ,8/16/2016,6.3
208778,The Montcalm At Brewery London City, United Kingdom ,1/25/2017,10.0
247916,The Grand at Trafalgar Square, Australia ,7/15/2017,7.9
404497,Hotel Principe Di Savoia, Bahrain ,3/28/2016,9.6
232311,Mercure Vaugirard Paris Porte De Versailles, Ireland ,5/17/2016,9.2
141486,Blakemore Hyde Park, Greece ,3/15/2016,7.9
109468,London Marriott Hotel West India Quay, United Kingdom ,5/5/2016,8.3
363726,Corus Hotel Hyde Park, United Kingdom ,7/26/2016,5.8
95436,Grange Fitzrovia Hotel, United Kingdom ,9/4/2016,10.0
515071,Holiday Inn London Kensington, United Kingdom ,2/28/2016,10.0
362824,Hilton London Wembley, United Kingdom ,6/30/2016,10.0
18830,The Nadler Soho, Switzerland ,2/14/2016,9.6
82195,Best Western Ducs de Bourgogne, United Kingdom ,7/11/2017,5.4
461079,Ramada Apollo Amsterdam Centre, Hong Kong ,10/18/2015,5.0
210676,Novotel London City South, Greece ,2/18/2017,10.0
43212,1K Hotel, Switzerland ,8/18/2015,7.9
136040,Hyatt Regency Paris Etoile, Saudi Arabia ,4/12/2016,8.3
431658,Hotel mbit Barcelona, Malta ,12/31/2015,10.0
403049,Catalonia Ramblas 4 Sup, Spain ,3/26/2016,9.6
496494,Hotel degli Arcimboldi, Cyprus ,12/22/2015,7.1
85308,Grange White Hall Hotel, United Kingdom ,10/30/2016,7.5
506541,Park Plaza Westminster Bridge London, United Kingdom ,12/24/2016,9.6
163979,Nottingham Place Hotel, United Kingdom ,6/5/2017,9.2
320203,St Pancras Renaissance Hotel London, United Kingdom ,8/2/2017,9.6
22520,Hotel des Tuileries Relais du Silence, Canada ,9/17/2015,9.6
482362,UNA Maison Milano, Turkey ,2/16/2016,9.6
450490,Hotel Esther a, Canada ,11/11/2016,9.6
102087,Mondrian London, Italy ,8/16/2015,7.1
406667,Rosa Grand Milano Starhotels Collezione, United Kingdom ,4/18/2017,6.7
486518,Colombia, United Kingdom ,11/15/2016,5.0
25851,Ace Hotel London Shoreditch, South Korea ,6/20/2017,10.0
54761,Hotel Les Rives de Notre Dame, United Kingdom ,7/17/2016,10.0
106534,Royal Garden Champs Elysees, Kuwait ,6/30/2016,3.3
226524,Clayton Hotel Chiswick, United Kingdom ,7/15/2016,9.6
354471,Austria Trend Hotel Europa Wien, Bahrain ,8/6/2015,8.3
111983,Hilton London Metropole, Malta ,7/3/2017,5.8
116756,Holiday Inn Paris Montmartre, United Kingdom ,12/22/2015,9.6
500859,Park Inn by Radisson Uno City Vienna, United Kingdom ,2/23/2016,8.3
410453,The Yard Milano, Saudi Arabia ,9/27/2015,9.2
248810,Club Quarters Hotel Trafalgar Square, South Africa ,10/6/2016,7.9
64156,Britannia International Hotel Canary Wharf, United Kingdom ,5/29/2017,4.6
6784,Park Plaza County Hall London, United Kingdom ,11/7/2016,3.8
358507,K K Hotel Maria Theresia, United Kingdom ,3/29/2016,9.2
118984,Grange Beauchamp Hotel, United States of America ,1/7/2017,8.3
146050,Radisson Blu Edwardian Hampshire, United Kingdom ,2/28/2016,10.0
388151,Apex City Of London Hotel, United States of America ,6/5/2016,9.2
443370,Copthorne Tara Hotel London Kensington, United Kingdom ,9/4/2016,9.6
76077,Park Plaza London Riverbank, United Kingdom ,5/31/2016,10.0
50907,Hotel Indigo London Tower Hill, Switzerland ,2/6/2017,9.6
470385,The Square Milano Duomo, United Kingdom ,6/2/2017,10.0
255587,Best Western Plus Seraphine Hammersmith Hotel, United Kingdom ,2/5/2016,9.2
211059,The Dorchester Dorchester Collection, Saudi Arabia ,11/23/2015,10.0
167922,Strand Palace Hotel, United Kingdom ,1/31/2016,10.0
453514,Austria Trend Hotel Ananas Wien, Portugal ,6/26/2017,10.0
38641,Best Western Mornington Hotel Hyde Park, Finland ,12/1/2016,7.9
295836,Senator Barcelona Spa Hotel, United Kingdom ,11/18/2015,7.5
174139,Millennium Gloucester Hotel London, United Kingdom ,10/28/2015,9.6
482298,UNA Maison Milano, Saudi Arabia ,9/1/2016,7.9
332909,Hotel Casa Bonay, Czech Republic ,9/24/2016,6.3
63713,H tel Hor, United Kingdom ,4/3/2016,9.6
435405,Ayre Hotel Rosell n, Belgium ,2/19/2016,9.6
452254,Sloane Square Hotel, Kuwait ,9/16/2016,9.2
60509,Clayton Crown Hotel London, United Kingdom ,3/9/2017,7.5
496098,Hotel degli Arcimboldi, Hungary ,6/26/2017,10.0
438290,Radisson Blu Hotel Amsterdam, New Caledonia ,6/11/2017,7.9
80422,Best Western The Boltons Hotel London Kensington, Bulgaria ,2/5/2016,10.0
192052,Grange Tower Bridge Hotel, United Kingdom ,1/3/2016,5.0
27172,The Grosvenor, United Kingdom ,2/14/2017,9.6
292271,Hotel Villa Emilia, Iran ,4/25/2017,6.7
276758,Barcelona Princess, Romania ,12/1/2015,8.3
133214,Innkeeper s Lodge London Greenwich, United Kingdom ,12/22/2015,7.9
224495,Club Quarters Hotel Lincoln s Inn Fields, United Kingdom ,2/24/2017,10.0
505731,Park Plaza Westminster Bridge London, United Kingdom ,8/30/2015,9.6
277645,NH Hesperia Barcelona Presidente, Oman ,4/12/2017,8.3
65550,Britannia International Hotel Canary Wharf, United Kingdom ,12/20/2015,5.4
424828,Barcel Raval, Netherlands ,5/30/2017,6.3
503087,Crowne Plaza London Ealing, United Kingdom ,6/1/2017,7.1
399930,Sixtytwo Hotel, Australia ,11/17/2015,10.0
331169,Acta Atrium Palace, United Kingdom ,6/21/2016,10.0
173693,Millennium Gloucester Hotel London, United Kingdom ,3/29/2016,7.1
69936,Millennium Hotel London Knightsbridge, United Kingdom ,5/8/2017,8.0
465302,Hotel City Central, United Kingdom ,6/13/2017,9.6
249510,The Laslett, Germany ,9/17/2015,5.8
17811,Shangri La Hotel Paris, Belgium ,11/6/2016,9.2
261622,DoubleTree by Hilton London West End, United Kingdom ,12/11/2016,9.6
46888,Radisson Blu Edwardian Grafton, United Kingdom ,1/1/2016,7.5
482322,UNA Maison Milano, Hong Kong ,7/17/2016,5.8
24578,Crowne Plaza London Kensington, United Arab Emirates ,8/23/2015,7.9
82094,Pullman Paris Montparnasse, Puerto Rico ,6/6/2016,9.6
183354,St James Court A Taj Hotel London, Malaysia ,11/5/2016,8.8
420062,NH Collection Amsterdam Barbizon Palace, South Africa ,6/13/2017,9.6
351653,Fleming s Selection Hotel Wien City, Switzerland ,4/7/2016,9.6
391339,DoubleTree by Hilton Amsterdam Centraal Station, Germany ,10/10/2016,9.6
6826,Park Plaza County Hall London, United Kingdom ,10/18/2016,9.2
244244,Shaftesbury Metropolis London Hyde Park, Trinidad and Tobago ,10/25/2016,7.5
253769,The Cavendish London, Ireland ,1/22/2017,9.6
314898,Hotel 4 Barcelona, Ireland ,9/29/2016,9.2
373326,Expo Hotel Barcelona, Canada ,7/8/2017,9.2
458997,The Tower A Guoman Hotel, United Kingdom ,6/28/2016,8.3
266495,The Waldorf Hilton, Australia ,9/12/2016,10.0
40284,Hotel Marignan Champs Elys es, Lebanon ,10/6/2016,9.6
70409,Millennium Hotel London Knightsbridge, United Arab Emirates ,12/19/2015,8.3
82772,The Gore Hotel Starhotels Collezione, United Kingdom ,1/31/2016,7.9
66218,Britannia International Hotel Canary Wharf, United Kingdom ,6/3/2017,7.9
281334,Hotel SB Icaria Barcelona, United Kingdom ,10/6/2015,9.2
225152,Novotel Paris Centre Tour Eiffel, Italy ,7/10/2017,7.5
389914,Aloft London Excel, United Kingdom ,5/29/2017,6.3
33060,My Bloomsbury, Spain ,7/14/2016,6.3
315041,Melia Vienna, Italy ,6/30/2016,8.8
51992,Mercure London Paddington Hotel, Thailand ,5/24/2016,9.2
461309,Amsterdam Marriott Hotel, Tanzania ,8/27/2015,5.0
381330,Golden Tulip Amsterdam West, Germany ,9/8/2015,8.3
58353,M by Montcalm Shoreditch London Tech City, United Kingdom ,1/26/2016,7.5
195133,St George Hotel, United Kingdom ,9/20/2016,7.9
470864,The Square Milano Duomo, Australia ,9/10/2015,10.0
151324,Royal Hotel Champs Elys es, United Kingdom ,10/20/2016,8.8
470787,The Square Milano Duomo, China ,12/1/2015,8.3
504570,Park Plaza Westminster Bridge London, Bahrain ,1/2/2017,7.1
309154,Swiss tel Amsterdam, Denmark ,12/9/2016,7.1
128341,Park Grand Paddington Court, United Kingdom ,2/3/2017,9.2
165516,Strand Palace Hotel, United Kingdom ,2/15/2016,7.1
450900,Hotel Esther a, United Kingdom ,12/5/2015,9.6
250602,Residence Du Roy, Saudi Arabia ,1/7/2017,7.1
451572,Hotel Esther a, United States of America ,6/3/2016,10.0
312838,Mercer Hotel Barcelona, United States of America ,8/5/2016,10.0
493439,ADI Doria Grand Hotel, United Arab Emirates ,7/16/2017,9.2
485803,Hotel Mercure Milano Solari, United Arab Emirates ,8/2/2016,9.2
450206,Simm s Hotel, Serbia ,9/22/2015,8.8
42796,Hilton London Hyde Park, Qatar ,4/5/2017,9.2
116456,Goodenough Club, United Kingdom ,11/14/2015,8.3
502735,Boutique Hotel Notting Hill, United Kingdom ,8/9/2015,8.3
256336,Novotel Paris Centre Bercy, Australia ,9/27/2015,8.8
408530,Best Western Plus Hotel Galles, United States of America ,11/4/2015,8.8
395016,Sall s Hotel Pere IV, Italy ,4/5/2017,6.3
423604,Catalonia Park Putxet, United Kingdom ,9/9/2016,7.9
502861,Boutique Hotel Notting Hill, South Africa ,10/29/2016,9.2
76720,Pullman Paris Tour Eiffel, United States of America ,9/24/2015,9.2
292003,Ohla Eixample, United Kingdom ,9/24/2016,6.3
173241,Millennium Gloucester Hotel London, Qatar ,11/7/2016,9.6
145490,The Queens Gate Hotel, Switzerland ,9/12/2015,7.1
111236,Hotel Parc Saint Severin Esprit de France, Taiwan ,8/13/2016,7.5
338751,The Harmonie Vienna, Russia ,11/20/2016,9.6
450785,Hotel Esther a, United Kingdom ,3/3/2016,10.0
55632,COQ Hotel Paris, Netherlands ,1/26/2016,5.8
243553,Park Grand London Hyde Park, United Kingdom ,1/24/2016,10.0
218084,Le Burgundy Paris, Singapore ,10/2/2016,9.6
28157,Amp re, United States of America ,5/16/2017,8.8
243821,Park Grand London Hyde Park, United Kingdom ,9/15/2016,7.1
274158,Urban Lodge Hotel, United Kingdom ,10/30/2016,10.0
440292,Hotel Espa a Ramblas, United Kingdom ,9/21/2016,10.0
420099,NH Collection Amsterdam Barbizon Palace, Poland ,5/4/2017,8.8
49931,The Bailey s Hotel London, United Arab Emirates ,4/11/2016,8.8
374969,Room Mate Carla, Gibraltar ,9/25/2016,7.9
35508,H tel de la Bourdonnais, Saudi Arabia ,8/30/2016,9.2
205469,Commodore Hotel, United Kingdom ,7/9/2016,6.3
21949,Maison Souquet, United States of America ,2/14/2016,10.0
168108,Strand Palace Hotel, United Kingdom ,12/15/2015,7.9
72763,Park Avenue Baker Street, United Kingdom ,4/6/2017,9.2
346565,Holiday Inn Amsterdam Arena Towers, United Kingdom ,12/11/2016,9.2
7011,Park Plaza County Hall London, Luxembourg ,7/22/2016,8.3
261084,DoubleTree by Hilton London West End, Luxembourg ,7/18/2017,5.8
412769,Hotel DO Pla a Reial G L , Finland ,11/7/2015,9.6
237993,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,12/28/2016,8.8
137672,L Hotel Pergol se Paris, New Zealand ,11/8/2016,10.0
92770,The Drayton Court Hotel, United Kingdom ,3/13/2017,9.6
212277,Chateau Frontenac, United Kingdom ,12/5/2016,6.7
382210,Eurostars Grand Marina Hotel GL, Guernsey ,3/17/2016,10.0
505022,Park Plaza Westminster Bridge London, United Kingdom ,8/7/2016,9.0
278315,Pullman Barcelona Skipper, United Arab Emirates ,8/27/2015,7.5
400923,Royal Passeig de Gracia, United Kingdom ,8/26/2016,9.2
250251,Chambiges Elys es, Australia ,6/14/2016,10.0
488752,Hotel Da Vinci, Malta ,12/24/2016,8.8
353591,Austria Trend Hotel Astoria Wien, Brazil ,10/30/2016,6.7
323765,Hotel Okura Amsterdam, United Kingdom ,7/2/2017,9.6
157608,Timhotel Op ra Blanche Fontaine, Belgium ,3/29/2017,8.3
487403,Uptown Palace, Saudi Arabia ,7/19/2017,10.0
360806,Hotel Serhs Rivoli Rambla, India ,2/27/2016,10.0
391265,DoubleTree by Hilton Amsterdam Centraal Station, Russia ,2/17/2017,9.2
30416,The Kensington Hotel, Kuwait ,3/15/2016,10.0
167104,Strand Palace Hotel, Switzerland ,7/29/2016,10.0
44840,The Chamberlain, Australia ,6/9/2017,9.6
502823,Boutique Hotel Notting Hill, Belgium ,1/16/2017,5.0
124344,Caesar Hotel, Norway ,1/27/2016,8.8
269318,Hampshire Hotel Rembrandt Square Amsterdam, Jersey ,5/26/2017,10.0
216873,Dorsett Shepherds Bush, United Kingdom ,4/24/2016,9.6
491714,Ramada Plaza Milano, United Kingdom ,1/26/2016,8.8
378552,Leonardo Hotel Vienna, China ,5/29/2017,8.3
316560,Hotel Casa Camper, United Kingdom ,4/12/2016,10.0
462637,DO CO Hotel Vienna, United States of America ,5/19/2017,10.0
418059,The Ned, United Kingdom ,5/29/2017,6.3
327863,Ayre Hotel Gran V a, United Kingdom ,2/12/2017,7.9
430606,Le Meridien Vienna, United States of America ,3/10/2016,8.8
392796,Exe Vienna, Serbia ,6/28/2017,9.2
167421,Strand Palace Hotel, United Kingdom ,5/2/2016,10.0
453281,Austria Trend Hotel Ananas Wien, United States of America ,6/7/2017,6.7
495878,Atahotel Linea Uno, Libya ,4/28/2017,9.2
330705,Avenida Palace, Ireland ,3/1/2016,7.5
79359,Courthouse Hotel London, United Kingdom ,3/17/2016,7.9
496467,Hotel degli Arcimboldi, Poland ,1/26/2016,8.3
150044,Park Grand London Kensington, Portugal ,7/18/2017,10.0
462511,NH Amsterdam Centre, United Kingdom ,5/31/2016,10.0
493403,Milan Marriott Hotel, Russia ,10/31/2016,2.5
390378,Aloft London Excel, United Kingdom ,6/23/2017,7.1
499794,Hotel Vondel Amsterdam, Egypt ,12/24/2016,10.0
22807,W London Leicester Square, United Kingdom ,6/21/2016,10.0
211145,The Dorchester Dorchester Collection, United Kingdom ,3/22/2016,10.0
502341,Hotel Kaiserin Elisabeth, United States of America ,4/19/2016,9.6
105715,Mercure Paris Terminus Nord, Australia ,10/31/2015,7.9
123972,Mayflower Hotel Apartments, United States of America ,10/14/2016,5.0
36277,Best Western Premier Marais Grands Boulevards, United Kingdom ,9/23/2016,3.8
476501,Windsor Hotel Milano, United States of America ,10/28/2016,7.1
110439,Radisson Blu Portman Hotel London, Switzerland ,9/29/2015,5.8
